event_id,name,name_long,name_subtitle,use_type,location_type,date_start,date_end,description,facility_name,facility_id,site_name,site_id,unit_name,level_name,level_number,source_name,source_path,source_type,source_method,image_url,objectid
212,New Acquisitions,,,Exhibitions,Indoors,"4/9/2026, 6:00:00 AM","4/9/2026, 5:00:00 PM","Curated by Houghton Library staff members, the “New Acquisitions” lobby display features recent additions to our collections. Widely disparate in content and format, they reflect Harvard Library’s commitment to collecting materials that document a broad range of human experience. 

Among the highlights are: 

- the first complete Bible printed in the Georgian language in 1743
- a poster from a larger collection of ephemera documenting the performances of the Deer Family
- Sylvia Plath’s copy of Thomas Hardy’s celebrated Victorian novel ""Far from the Madding Crowd""
- a 1910 memoir written by Japanese kabuki actors about their U.S. tour paired with a contemporaneous poster from a kabuki theater in Japan
- a devotional leaf featuring Saint Augustine with the Eagle of Saint John and Saint Bridget",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgAvAEjLInTNwXP4nwuo46h8.jpg,38085
210,Experimental Photography on Clay,,,Art/Design,Indoors,"4/9/2026, 6:00:00 AM","4/9/2026, 4:00:00 PM","Curated by artist and educator Anne Eder, this exhibition presents works and material experiments in light-sensitive image making on ceramic surfaces by students from Experimental Photography on Clay, a course Eder teaches exclusively through the Ceramics Program, Office for the Arts at Harvard. This cohort of international artists working in clay and photography is motivated by a shared curiosity about what happens when light, chemistry, and clay meet.

Exhibition dates: March 9 - April 24, 2026
Reception: Friday, March 13 from 5-7pm.",,,,,"Ceramics Program, Office for the Arts at Harvard
224 Western Ave
Allston",,,,,,,https://www.trumba.com/i/DgB10cDzhYnOqNDfTUWiYD0w.jpg,38086
209,Celtic Art Across the Ages,,,Art/Design,Indoors,"4/9/2026, 6:00:00 AM","4/9/2026, 5:00:00 PM","When you think of the word “Celtic,” what do you picture? Perhaps intricate knotwork designs, legendary warriors, or mystical spirituality? Maybe even a certain NBA team? Celtic Art Across the Ages will introduce visitors to the worlds of the various peoples who were historically labeled “Celts”—through the objects they created, the interactions they had across the European continent, and the myths that shaped their legacy, then as now. The exhibition stretches from 800 BCE through today, showcasing the craftsmanship, innovation, cultural connections, and multilayered reception that characterized Celtic art in Europe and beyond.",,,,,"Harvard Art Museums
32 Quincy St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBKro7ME%2AKE5xyvcf6LMPs1.jpg,38087
208,Cataloging the Sky: John Flamsteed and the Royal Greenwich Observatory,,,Exhibitions,Indoors,"4/9/2026, 6:00:00 AM","4/9/2026, 5:00:00 PM","In celebration of the Royal Greenwich Observatory’s 350th anniversary, this work on display is one of the few surviving copies of a pirated edition of star charts produced by the observatory’s inaugural Astronomer Royal, John Flamsteed, without his permission. Outraged, the latter unrelentingly hunted down every copy of the work he could, and ultimately burned some 300 of the 400 printed.",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgCb2bxpLZgewfgXQxEavcCg.jpg,38088
215,Eve Fowler: words doing as they want to do,,,Art/Design,Indoors,"4/9/2026, 8:00:00 AM","4/9/2026, 4:45:00 PM","‘words doing as they want to do’ builds on Eve Fowler’s decades-long practice at the intersection of language, poetry, and visual art. Drawing from sustained engagement with feminist texts and the visual potential of language, the exhibition presents new paintings alongside a zine-style artist book.

Fowler’s text-based works explore the materiality and rhythm of language through bold, abstract compositions. The artist book gathers photographs made over several decades in collaboration with artists, filmmakers, and curators, forming a visual diary that bridges personal archive and collective memory. Accessible and intimate, the book functions both as a standalone work and a companion to the paintings.

While a Radcliffe fellow in 2018–2019, Fowler developed the ten-part film with it which it as if it is to be, titled after Gertrude Stein and focused on women’s artmaking. Building on this work and her photographic practice, the exhibition offers an entry into the lives and archives of queer, trans, and women artists from the twentieth century to today.",,,,,"Johnson-Kulukundis Family Gallery, Byerly Hall
8 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgDyLcPFXJm8tHQHJ%2AZZ9n3q.jpg,38083
216,Reading Group: Psychedelics Beyond Psychedelics,,,Mental Health / Wellness,Indoors,"4/9/2026, 11:00:00 AM","4/9/2026, 5:00:00 PM","This group meets, Thursdays, 2/5, 2/19, 3/5, 4/2, 4/16, 4/30
Registration is required.&nbsp;
Please register to attend each session.

The Psychedelics Beyond Psychedelics Reading Group invites participants to explore expansive understandings of transcendence, healing, consciousness, and connection through and beyond the use of psychedelic substances. Engaging themes such as war, AI, madness, clowning, childbirth, and death, we interrogate and reimagine what constitutes the &ldquo;psychedelic&rdquo; within the field of psychedelic humanities. Rooted in queer, feminist, ecological, Indigenous, and decolonial perspectives, this group offers a collaborative space for exploration, critical questioning, and integration of our own experiences and communities. This reading group brings together students, staff, faculty, and members of the broader community to learn with and from each other.

Facilitators include:
LILA GLENN RIMALOVSKI is an MDiv candidate at Harvard Divinity School studying the relationship between eco-spiritual practice and movements for land justice. Her research explores the spiritual technologies that awaken and sustain ecological belonging and reparative action, specifically for diasporic Jewish and Euro-descendant peoples. Working with Jay Michaelson, JD, PhD, Lila helped produce the 2025 Psychedelics in Monotheistic Traditions Symposium at Harvard Law School. Lila is a Salata Institute Climate Leader, Radcliffe Institute Grantee, and Aleph Fellow at The Shalom Center.&nbsp;

PAULA ORTIZ is a third-year Master of Divinity student at Harvard Divinity School. Her research explores the intersections of expanded states of consciousness, the sonic imagination, and relational ontologies. She previously worked as a Ketamine Integration Chaplain at Brigham and Women&rsquo;s Faulkner Hospital.&nbsp;Paula has a background in filmmaking and social and environmental impact. She was a Watson Foundation Fellow and holds a Bachelor of Arts in Art and Philosophy from Hamilton College.&nbsp;

EMILY MARIE LIPPOLD CHENEY&nbsp;I have identified as a sacred medicine practitioner for two decades, though I am increasingly questioning the assumptions that framing carries. More directly, I bring both personal and professional experience in working with a variety of substances (e.g., psychedelics) and practices (e.g., erotic play) as pathways for engaging the unseen and the unmeasurable. I am currently pursuing a Master of Divinity at Harvard Divinity School, seeking to bring the expertise and knowledge I have cultivated into conversation with practitioners and scholars across disciplines and traditions.
My current and forthcoming research projects include an investigation of psychedelic sex workers in the Bay Area, supported by the Mahindra Humanities Center at Harvard, as well as an exploration of the intersections of eroticism, psychedelics, and mothering. Most importantly, I am the mother of a brilliant and delightful almost-three-year-old.
&nbsp;",,,,,"Conference Room, CSWR, 42 Francis Ave., Cambridge, MA 02138",,,,,,,https://www.trumba.com/i/DgAEO7dLsaWQUtJK9qVemPvp.jpg,38082
219,European Politics Seminar & The Center for Hellenic Studies — Greek Prime Ministers In the Eye of th,,,Special Events,Indoors,"4/9/2026, 12:00:00 PM","4/9/2026, 5:15:00 PM","When and how do crises lead governments to centralize decision-making? Join us for a discussion with Dimitris Papadimitriou about the book Greek Prime Ministers in the Eye of the Storm (Oxford University Press, 2025) which examines how successive Greek prime ministers organized and deployed Crisis Response Networks (CRNs) between 2010 and 2018 to manage negotiations with international creditors and coordinate the domestic implementation of bailout conditionality. Drawing on multiple strands of literature and interviews — including Greece's four prime ministers who governed during the crisis —  Papadimitriou will analyze the evolving interaction between prime ministerial agency and key governmental actors across different phases of the crisis.

Papadimitriou will also assess the extent to which the “bailout years” reconfigured established patterns of executive coordination and decision-making within the Greek state. More broadly, this discussion will contribute to ongoing debates on executive empowerment, crisis governance, and the political consequences of emergency politics in Europe, with comparative implications for the United States and the Middle East.",,,,,"Adolphus Busch Hall at Cabot Way
27 Kirkland St.
Cambridge",,,,,,,https://www.trumba.com/i/DgA-7UYe4BCoV-zRgbN6yCfO.jpg,38080
217,"10th Annual Blume Lecture: ""On Learning to Love the Darkness from Which I Derive: Dwelling in the Ne",,,Humanities,Indoors,"4/9/2026, 12:00:00 PM","4/9/2026, 5:45:00 PM","An abstract of the upcoming lecture is available at the web link.  Gerhard Richter's research focuses on aesthetic theory and European critical thought since Kant; modern German literature and culture (including photography); the Frankfurt School (especially Walter Benjamin and Theodor W. Adorno); the intersections of literary writing and philosophy (especially Nietzsche, Heidegger, and Derrida); contemporary French thought; the theory of translation; the complexities of intellectual, cultural, and political inheritance; and the theory and poetics of survival.    
 
The Berhard Blume Lecture honors Bernhard Blume (1901-1978), Harvard's Kuno Francke Professor of of German Art and Culture until his retirement in 1966. Each year, the Harvard University German Department invites a scholar to foster lively discussions and provide students, faculty, and attendees with the opportunity to engage directly with leading experts in the field.",,,,,"Thompson Room, Barker Center
12 Quincy St.
Cambridge",,,,,,,https://www.trumba.com/i/DgCgvkjNdjoY2QeFSC50Wl1p.jpg,38081
222,"Teaching to Entrench: Education, Fragmentation, and Yemen’s Next Decade",,,Lecture,Indoors,"4/9/2026, 12:30:00 PM","4/9/2026, 6:00:00 PM",None,,,,,"CGIS Knafel 262
1737 Cambridge St.
Cambridge",,,,,,,https://www.trumba.com/i/DgAI5IF-hOjauL18W5ttB8Gk.png,38079
223,"Schools and America’s 250th: Patriotism, Pluralism, and Civic Education | Askwith Education Forum",,,America 250,Indoors,"4/9/2026, 1:30:00 PM","4/9/2026, 7:00:00 PM","<a href=""https://calendar.gse.harvard.edu/en/36YmkP6/g/54VVVpBN0P/schools-and-americas-250th-patriotism-pluralism-and-civic-education-5a5YUc2N6oL/overview?source=trumba"" target=""_blank"" rel=""noopener noreferrer""><strong>REGISTER</strong></a>&nbsp;&nbsp;

As the United States approaches its 250th anniversary, questions about democracy, belonging, and civic responsibility are taking on renewed urgency. What role should schools play in preparing young people to engage thoughtfully with the nation&rsquo;s history, its pluralism, and its democratic ideals, especially amid polarization and deep disagreement?

This Askwith Education Forum convenes scholars and practitioners for a timely national conversation on civic education and dialogue across differences, exploring how schools can foster informed patriotism, democratic participation, and mutual understanding in a complex civic landscape.

<strong>Moderator:&nbsp;Eric Soto-Shed</strong>, Lecturer on Education, Harvard Graduate School of Education

﻿<strong>Speakers include:</strong><ul><li><strong>Danielle Allen</strong>, James Bryant Conant University Professor, Harvard University; Director, Allen Lab for Democracy Renovation</li><li><strong>Aimee Rogstad Guidera</strong>, Residential Fellow Spring 2026, Institute of Politics, Harvard Kennedy School; former Secretary of Education, Commonwealth of Virginia.&nbsp;</li></ul><a href=""https://calendar.gse.harvard.edu/en/36YmkP6/g/54VVVpBN0P/schools-and-americas-250th-patriotism-pluralism-and-civic-education-5a5YUc2N6oL/overview?source=trumba"" target=""_blank"" rel=""noopener noreferrer"">Registration</a> is required.&nbsp;Seating is first-come, first-seated.&nbsp;Once Askwith Hall reaches capacity, guests will be redirected to overflow seating. This event will also be livestreamed on Zoom.&nbsp;

&nbsp;",,,,,"Longfellow Hall, 13 Appian Way, Cambridge, MA 02138",,,,,,,https://www.trumba.com/i/DgDQD2989msTp54H7ymwRUCd.jpg,38078
225,The Archaeology of Boston's Revolutionary Past,,,Community,Indoors,"4/9/2026, 2:00:00 PM","4/9/2026, 7:00:00 PM","Free Hybrid Lecture
The Archaeology of Boston's Revolutionary Past
Thursday, April 9, 6:00–7:00 pm ET, Advance registration recommended for online and in-person attendance

Speaker: Joe Bagley, City Archaeologist and Director of Archaeology, Boston Archaeology Program

Join Boston City Archaeologist Joe Bagley for a presentation on archaeological research that is deepening our understanding of Boston’s role in the American Revolution. Bagley will share new findings on the impact of the Siege of Boston and the 1775 Battle of Bunker Hill—the first major battle of the war—on the people of Boston. Although named for Bunker Hill, the highest hill in Charlestown, north of Boston, the battle actually took place on Breed’s Hill, located closer to the Charles River. Bagley will outline plans to pinpoint the exact location of the Breed’s Hill redoubt and to search for more than 200 unmarked graves of fallen soldiers. He will also discuss forthcoming investigations of the “lost forts” of Roxbury, once positioned on a hill overlooking Roxbury Neck, the only land route out of Boston in the late eighteenth century. Explore the hidden Revolutionary War landscape beneath modern Boston and Charlestown with the city’s lead archaeologist as your guide.

Geological Lecture Hall, 24 Oxford Street, Cambridge, MA. Free admission. Free event parking at the 52 Oxford Street Garage starting at 5:00 pm. Presented by the Peabody Museum of Archaeology & Ethnology and the Harvard Museums of Science and Culture. This lecture is presented to mark the 250th Anniversary of the United States Declaration of Independence. 

Photo © City of Boston Archaeology Program",,,,,"Geological Lecture Hall
24 Oxford St.
Cambridge",,,,,,,https://www.trumba.com/i/DgAkaEl0zkLV58gB0V%2AHaMAO.jpg,38077
227,Compline Service,,,Music,Indoors,"4/9/2026, 5:00:00 PM","4/9/2026, 9:30:00 PM","Based upon the traditional evening liturgy of scripture, music, prayers, and silence, this ancient, brief service is sung in the candlelit space of Appleton Chapel by members of the Harvard University Choir. All are welcome.",,,,,"The Memorial Church of Harvard University
One Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgCviXlV8QWMmJEK7Jf55ZVW.jpg,38075
226,Compline Service,,,Music,Indoors,"4/9/2026, 5:00:00 PM","4/9/2026, 10:00:00 PM","Based upon the traditional evening liturgy of scripture, music, prayers, and silence, this ancient, brief service is sung in the candlelit space of Appleton Chapel by members of the Harvard University Choir. All are welcome.",,,,,"The Memorial Church of Harvard University
One Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgBJDl6vEdNyJ8V3guJYMQZX.jpg,38076
230,OFA Dance Program Community Classes,,,Classes/Workshops,Indoors,"4/9/2026, 8:00:00 PM","4/11/2026, 12:00:00 AM","Non-credit community classes in a broad range of movement styles and dance traditions for all levels and abilities. Taught by the OFA Dance Program's teaching artists– local professional dancers, pedagogues, and culture bearers– classes are designed to be inclusive, joyful, and culturally rooted, allowing participants to expand their understanding of dance and to connect to themselves and each other authentically. Several classes feature live music, and most don’t require any previous dance experience.",,,,,"Harvard Dance Center
66 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgCpXRK-Yav2jOjU0xN2FfYw.jpg,38073
229,In Memory of Gustavo Gutiérrez: 50 years of Liberation Theology,,,Exhibitions,Indoors,"4/9/2026, 8:00:00 PM","4/11/2026, 12:00:00 AM","An exhibit focused on the life and work of one of the most influential theologians of the 20th century, Gustavo Gutiérrez, and his role in the founding and development of liberation theology.
  
Liberation theology is a religious, social, and political movement originating in Latin America in the mid-twentieth century. Inspired by the Gospels, liberation theology stands in solidarity with those in the margins of society and strives to eradicate all forms of oppression. Ultimately, liberation theology’s goal is that all of us, but especially the poor, can flourish in communion with God and the neighbor. Gustavo Gutiérrez’s magnum opus, Teología de la liberación (1971), gave name and its foundational articulation to this theological tradition.",,,,,"Harvard Divinity School Library
45 Francis Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgDmFo6AsEBdg1bg3JZAcB8J.jpg,38074
232,Morning Prayers,,,Music,Indoors,"4/10/2026, 4:30:00 AM","4/10/2026, 8:45:00 AM","The daily Morning Prayers service is conducted each weekday morning from 8:30 to 8:45 a.m. in Appleton Chapel during the academic term. The service consists of music, prayer, and a brief address by a member or friend of the University.",,,,,"The Memorial Church of Harvard University
One Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgCdpLvQzl34AJvHf9Oc2SOG.jpg,38072
233,Cooking Up Change: Women’s Agency and Community Building Through Cookbooks,,,Art/Design,Indoors,"4/10/2026, 5:00:00 AM","4/10/2026, 4:30:00 PM","Drawn from the Schlesinger Library’s collection of more than 4,300 community cookbooks, ‘Cooking Up Change: Women’s Agency and Community Building Through Cookbooks’ explores the cultural and historical significance of community cookbooks from the nineteenth century to today. These volumes document how women’s groups across religious, educational, and civic organizations raised funds while preserving the social histories and culinary traditions of their communities.

Featuring cookbooks from diverse geographic regions and racial and ethnic communities, the exhibition highlights the intersection of foodways and community advocacy. Archival materials from local organizations reveal how these cookbooks were produced and marketed, while handmade and artistically embellished volumes underscore the creative labor involved. Annotated, food-stained pages attest to their everyday use and lasting presence in homes. Through recipes and reflections, ‘Cooking Up Change’ celebrates shared cooking traditions and the enduring power of women-led community building through the kitchen.",,,,,"Lia and William Poorvu Gallery, Schlesinger Library
3 James St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBdWFttnotlKR4SgHY-6%2Adz.jpg,38071
241,Thanks for Typing: Women’s Type Labor in Literature and the Arts,,,Exhibitions,Indoors,"4/10/2026, 6:00:00 AM","4/10/2026, 5:00:00 PM","From the poems of Emily Dickinson to Vladimir Nabokov’s ""Lolita,"" many of the masterworks of modern literature were originally written by hand, then typed. But their creators were rarely the ones to type them. This work was performed by typists—usually women—working for love, money, or both. Largely uncredited, this labor has generally been undervalued and misunderstood, with the typists seen as mere conduits for the writing that passed through their hands. 

Recent scholars have started to challenge these assumptions about typists and their work. Borrowing its title from a 2021 essay collection edited by Juliana Dresvina, the exhibition Thanks for Typing builds on this scholarship, drawing on the collections at Houghton Library to spotlight typists’ contributions to literature, theater, film, and dance. In addition, the exhibition puts typists in context by showing the technical skill required for their work and exploring portrayals of typists in popular culture. 

Co-curated by Christine Jacobson, Associate Curator of Modern Books and Manuscripts, and Dale Stinchcomb, Drue Heinz Curator of Literary and Historical Manuscripts at The Morgan Library & Museum.",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgABag3V4vbou%2AapSJ4Vp4od.jpg,38066
240,New Acquisitions,,,Exhibitions,Indoors,"4/10/2026, 6:00:00 AM","4/10/2026, 5:00:00 PM","Curated by Houghton Library staff members, the “New Acquisitions” lobby display features recent additions to our collections. Widely disparate in content and format, they reflect Harvard Library’s commitment to collecting materials that document a broad range of human experience. 

Among the highlights are: 

- the first complete Bible printed in the Georgian language in 1743
- a poster from a larger collection of ephemera documenting the performances of the Deer Family
- Sylvia Plath’s copy of Thomas Hardy’s celebrated Victorian novel ""Far from the Madding Crowd""
- a 1910 memoir written by Japanese kabuki actors about their U.S. tour paired with a contemporaneous poster from a kabuki theater in Japan
- a devotional leaf featuring Saint Augustine with the Eagle of Saint John and Saint Bridget",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgAvAEjLInTNwXP4nwuo46h8.jpg,38067
238,Experimental Photography on Clay,,,Art/Design,Indoors,"4/10/2026, 6:00:00 AM","4/10/2026, 4:00:00 PM","Curated by artist and educator Anne Eder, this exhibition presents works and material experiments in light-sensitive image making on ceramic surfaces by students from Experimental Photography on Clay, a course Eder teaches exclusively through the Ceramics Program, Office for the Arts at Harvard. This cohort of international artists working in clay and photography is motivated by a shared curiosity about what happens when light, chemistry, and clay meet.

Exhibition dates: March 9 - April 24, 2026
Reception: Friday, March 13 from 5-7pm.",,,,,"Ceramics Program, Office for the Arts at Harvard
224 Western Ave
Allston",,,,,,,https://www.trumba.com/i/DgB10cDzhYnOqNDfTUWiYD0w.jpg,38068
237,Celtic Art Across the Ages,,,Art/Design,Indoors,"4/10/2026, 6:00:00 AM","4/10/2026, 5:00:00 PM","When you think of the word “Celtic,” what do you picture? Perhaps intricate knotwork designs, legendary warriors, or mystical spirituality? Maybe even a certain NBA team? Celtic Art Across the Ages will introduce visitors to the worlds of the various peoples who were historically labeled “Celts”—through the objects they created, the interactions they had across the European continent, and the myths that shaped their legacy, then as now. The exhibition stretches from 800 BCE through today, showcasing the craftsmanship, innovation, cultural connections, and multilayered reception that characterized Celtic art in Europe and beyond.",,,,,"Harvard Art Museums
32 Quincy St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBKro7ME%2AKE5xyvcf6LMPs1.jpg,38069
236,Cataloging the Sky: John Flamsteed and the Royal Greenwich Observatory,,,Exhibitions,Indoors,"4/10/2026, 6:00:00 AM","4/10/2026, 5:00:00 PM","In celebration of the Royal Greenwich Observatory’s 350th anniversary, this work on display is one of the few surviving copies of a pirated edition of star charts produced by the observatory’s inaugural Astronomer Royal, John Flamsteed, without his permission. Outraged, the latter unrelentingly hunted down every copy of the work he could, and ultimately burned some 300 of the 400 printed.",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgCb2bxpLZgewfgXQxEavcCg.jpg,38070
244,Eve Fowler: words doing as they want to do,,,Art/Design,Indoors,"4/10/2026, 8:00:00 AM","4/10/2026, 4:45:00 PM","‘words doing as they want to do’ builds on Eve Fowler’s decades-long practice at the intersection of language, poetry, and visual art. Drawing from sustained engagement with feminist texts and the visual potential of language, the exhibition presents new paintings alongside a zine-style artist book.

Fowler’s text-based works explore the materiality and rhythm of language through bold, abstract compositions. The artist book gathers photographs made over several decades in collaboration with artists, filmmakers, and curators, forming a visual diary that bridges personal archive and collective memory. Accessible and intimate, the book functions both as a standalone work and a companion to the paintings.

While a Radcliffe fellow in 2018–2019, Fowler developed the ten-part film with it which it as if it is to be, titled after Gertrude Stein and focused on women’s artmaking. Building on this work and her photographic practice, the exhibition offers an entry into the lives and archives of queer, trans, and women artists from the twentieth century to today.",,,,,"Johnson-Kulukundis Family Gallery, Byerly Hall
8 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgDyLcPFXJm8tHQHJ%2AZZ9n3q.jpg,38064
243,Curator-Led Tour: Eve Fowler: words doing as they want to do,,,Art/Design,Indoors,"4/10/2026, 8:00:00 AM","4/10/2026, 1:00:00 PM","Join us for a tour of “Eve Fowler: words doing as they want to do” with curator Meg Rotzel, who will discuss each element of the exhibition including Fowler’s sustained engagement with feminist texts, her use of archival sources, and the visual potential of language. While a Radcliffe fellow in 2018–2019, Fowler developed the film “with it which it as if it is to be,” which takes its title from Gertrude Stein's poetry and features women’s artmaking processes. Building on this, as well as further research and her long photographic practice, this tour provides a deeper engagement with the artists' materials and practice.",,,,,"Johnson-Kulukundis Family Gallery, Byerly Hall
8 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgA8eJ0xjPEa%2AaHsVsE0-wAa.jpg,38065
249,Decision to Leave,,,Film,Indoors,"4/10/2026, 3:00:00 PM","4/10/2026, 9:20:00 PM","Decision to Leave refuses to romanticize the Korean Chinese heroine Seo-rae as a figure in need of protection or salvation by Korean detective Jang Hae-jun. Even more subversively, the film achieves this twist through a calculated dehumanization. The search for Seo-rae’s “true” personality, hidden behind her persona as an elder-care worker, is mediated almost entirely through machines—Siri, smartwatch, recorded voice notes and translation apps—rather than direct human interaction. Both the detective’s and this film genre’s reliance on investigative apparatus to dissect a subject fails, leading not to a singular answer, but a total defiance and dismantling of the gendered, othering gaze.",,,,,"Harvard Film Archive
24 Quincy St.
Cambridge",,,,,,,https://www.trumba.com/i/DgDMQANUbsrv8UxjDm0RmFfY.jpg,38063
253,OFA Dance Program Community Classes,,,Classes/Workshops,Indoors,"4/10/2026, 8:00:00 PM","4/12/2026, 12:00:00 AM","Non-credit community classes in a broad range of movement styles and dance traditions for all levels and abilities. Taught by the OFA Dance Program's teaching artists– local professional dancers, pedagogues, and culture bearers– classes are designed to be inclusive, joyful, and culturally rooted, allowing participants to expand their understanding of dance and to connect to themselves and each other authentically. Several classes feature live music, and most don’t require any previous dance experience.",,,,,"Harvard Dance Center
66 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgCpXRK-Yav2jOjU0xN2FfYw.jpg,38061
251,In Memory of Gustavo Gutiérrez: 50 years of Liberation Theology,,,Exhibitions,Indoors,"4/10/2026, 8:00:00 PM","4/12/2026, 12:00:00 AM","An exhibit focused on the life and work of one of the most influential theologians of the 20th century, Gustavo Gutiérrez, and his role in the founding and development of liberation theology.
  
Liberation theology is a religious, social, and political movement originating in Latin America in the mid-twentieth century. Inspired by the Gospels, liberation theology stands in solidarity with those in the margins of society and strives to eradicate all forms of oppression. Ultimately, liberation theology’s goal is that all of us, but especially the poor, can flourish in communion with God and the neighbor. Gustavo Gutiérrez’s magnum opus, Teología de la liberación (1971), gave name and its foundational articulation to this theological tradition.",,,,,"Harvard Divinity School Library
45 Francis Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgDmFo6AsEBdg1bg3JZAcB8J.jpg,38062
255,Celtic Art Across the Ages,,,Art/Design,Indoors,"4/11/2026, 6:00:00 AM","4/11/2026, 5:00:00 PM","When you think of the word “Celtic,” what do you picture? Perhaps intricate knotwork designs, legendary warriors, or mystical spirituality? Maybe even a certain NBA team? Celtic Art Across the Ages will introduce visitors to the worlds of the various peoples who were historically labeled “Celts”—through the objects they created, the interactions they had across the European continent, and the myths that shaped their legacy, then as now. The exhibition stretches from 800 BCE through today, showcasing the craftsmanship, innovation, cultural connections, and multilayered reception that characterized Celtic art in Europe and beyond.",,,,,"Harvard Art Museums
32 Quincy St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBKro7ME%2AKE5xyvcf6LMPs1.jpg,38060
256,Teen Saturdays Workshops / ¡Sábados de Jóvenes,,,Community,Indoors,"4/11/2026, 9:00:00 AM","4/11/2026, 3:30:00 PM","Join Teen Saturdays Workshop at the Peabody Museum of Archaeology &amp; Ethnology this spring! High school teens, ages 13&ndash;18, are invited to explore ancient cooking in two workshops.

Each workshop combines hands-on activities, historical insights, and artifact exploration, allowing you to learn more about ancient ingredients and food preparation. Make new friends, challenge yourself, and discover how the past continues to inspire us today! Sign up now&mdash;spaces are limited for these workshops!


April 11: Ancient Flavors of Peru. This workshop invites teens to explore the cuisine of the ancient Inca. Learn about traditional cooking technologies and tools featured in museum exhibits, and experience new smells and flavors with guest educator Esther Gomez. Prepare a simple Peruvian dish to enjoy during the program.

May 16: Crispy Critters. Throughout history, bugs have been part of cuisines around the world. Teens are invited to explore how insects add flavor, protein, and crunch to meals. With guest speaker and insect enthusiast Javier Marin, participants will visit the Harvard Museum of Natural History galleries to learn about different species and their habitats. A snack will be available for those brave enough to try.

Teen Saturdays Workshops are offered bilingually in Spanish and English. They are designed to build community and enrich the museum experience for multicultural teens.

Teens receive a free admission pass (worth $15) for a return visit if they attend one of the two sessions.

Details:
$10 per session includes free admission to the museums immediately following the workshop

Advance registration is required. Register for one or more sessions.

For teens in high school

All workshops meet at the Peabody Museum of Archaeology &amp; Ethnology, 11 Divinity Avenue, Cambridge, MA

Accessible by public transportation

Leer en espa&ntilde;ol",,,,,"Peabody Museum of Archaeology & Ethnology
11 Divinity Avenue
Cambridge",,,,,,,https://www.trumba.com/i/DgDZ7TKYRKqA6jgg5WOttd--.png,38059
257,Visions of Eight / The Suspended Step of the Stork,,,Film,Indoors,"4/11/2026, 10:00:00 AM","4/11/2026, 6:10:00 PM","Just as the Olympics serves as a beacon for international athletes, this portmanteau documentary compiles segments from acclaimed filmmakers across the world—John Schlesinger, Claude Lelouch and Ichikawa Kon, to name a few—who each present a unique perspective of the 1972 Munich Summer Games in Visions of Eight.

The Suspended Step of the Stork is a poetic inquiry into what constitutes community in moments of displacement. Set along the Greece–Albania frontier just as Albania’s Stalinist regime begins to collapse, the film follows a journalist (Gregory Patrikareas) searching for a vanished politician (Marcello Mastroianni) amid refugee encampments and zones of enforced waiting.",,,,,"Harvard Film Archive
24 Quincy St.
Cambridge",,,,,,,https://www.trumba.com/i/DgDRpkOWPvgd6MMgIBmbt6ZK.jpg,38058
258,Werckmeister Harmonies,,,Film,Indoors,"4/11/2026, 3:30:00 PM","4/11/2026, 9:55:00 PM","János Valuska could be the director of the film or the director of the universe as he arranges the drunkards of the town in the formation of the solar system to explain the oncoming eclipse. “All I ask is that you step with me into the boundlessness where constancy, quietude and peace, infinite emptiness reign,” he, and apparently Béla Tarr, request. Vast, overpowering shots are strung together by a liquid, impassive camera observing the stark, isolated town in Tarr’s cosmic fairy tale.",,,,,"Harvard Film Archive
24 Quincy St.
Cambridge",,,,,,,https://www.trumba.com/i/DgB8thSkF0rpwx3DL17K8TCJ.jpg,38057
259,"OFA Jazz Residency Concert: 2026 Distinguished Jazz Artist-in-Residence, Stefon Harris, & Harvard Ja",,,Concerts,Indoors,"4/11/2026, 4:00:00 PM","4/11/2026, 8:00:00 PM","Featuring Aaron Goldberg ’96, Sara Lazarus ’84, and Don Braden ’85 for a special 20th anniversary performance by the Harvard Jazz Alumni Band.",,,,,"Sanders Theatre
45 Quincy St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgCPhPvJ3RT-IH9PGkciH3Bo.jpg,38056
